None,date,close
87,2017-11-17,49.59
88,2017-11-16,50.17
89,2017-11-15,50.22
90,2017-11-14,50.55
91,2017-11-13,49.63
92,2017-11-10,49.27
93,2017-11-09,49.28
94,2017-11-07,48.91
95,2017-11-06,48.05
96,2017-11-03,48.13
97,2017-11-02,48.12
98,2017-11-01,48.07
99,2017-10-31,48.37
100,2017-10-30,47.8
101,2017-10-27,48.2
102,2017-10-26,47.94
103,2017-10-25,47.97
104,2017-10-24,48.42
105,2017-10-23,48.21
106,2017-10-20,48.18
107,2017-10-19,48.19
108,2017-10-18,47.81
109,2017-10-17,47.81
110,2017-10-16,47.41
111,2017-10-13,47.54
112,2017-10-12,47.72
113,2017-10-11,47.35
114,2017-10-10,47.0
115,2017-10-09,46.48
116,2017-10-06,46.3
117,2017-10-05,46.53
118,2017-10-04,46.49
119,2017-10-03,45.97
120,2017-10-02,46.42
121,2017-09-29,46.32
122,2017-09-28,46.35
123,2017-09-27,46.23
124,2017-09-26,46.94
125,2017-09-25,47.1
126,2017-09-22,46.47
127,2017-09-21,47.06
128,2017-09-20,47.07
129,2017-09-19,47.39
130,2017-09-18,47.63
131,2017-09-15,47.87
132,2017-09-14,47.89
133,2017-09-13,47.5
134,2017-09-12,48.08
135,2017-09-11,49.1
136,2017-09-08,48.66
137,2017-09-07,48.46
138,2017-09-06,48.18
139,2017-09-05,48.43
140,2017-09-01,48.42
141,2017-08-31,48.54
142,2017-08-30,48.57
143,2017-08-29,48.74
144,2017-08-28,48.63
145,2017-08-25,48.5
146,2017-08-24,48.34
147,2017-08-23,48.58
148,2017-08-22,48.26
149,2017-08-21,48.28
150,2017-08-18,48.21
151,2017-08-17,47.84
152,2017-08-16,48.01
153,2017-08-15,47.76
154,2017-08-14,47.46
155,2017-08-11,47.31
156,2017-08-10,47.48
157,2017-08-09,47.38
158,2017-08-08,47.42
159,2017-08-07,47.19
160,2017-08-04,47.03
161,2017-08-03,47.02
162,2017-08-02,46.64
163,2017-08-01,46.64
164,2017-07-31,46.24
165,2017-07-28,46.3
166,2017-07-27,46.89
167,2017-07-26,46.53
168,2017-07-25,46.16
169,2017-07-24,46.39
170,2017-07-21,46.75
171,2017-07-20,46.59
172,2017-07-19,46.24
173,2017-07-18,46.1
174,2017-07-17,46.0
175,2017-07-14,45.9
176,2017-07-13,45.7
177,2017-07-12,46.04
178,2017-07-11,45.57
179,2017-07-10,45.59
180,2017-07-07,45.75
181,2017-07-06,45.7
182,2017-07-05,45.81
183,2017-07-03,46.0
184,2017-06-30,46.25
185,2017-06-29,46.33
186,2017-06-28,46.6
187,2017-06-27,47.02
188,2017-06-26,47.56
189,2017-06-23,47.31
190,2017-06-22,47.62
191,2017-06-21,47.71
192,2017-06-20,48.02
193,2017-06-19,47.96
194,2017-06-16,48.25
195,2017-06-15,48.08
196,2017-06-14,47.74
197,2017-06-13,47.27
198,2017-06-12,47.02
199,2017-06-09,46.98
200,2017-06-08,46.92
201,2017-06-07,47.52
202,2017-06-06,47.32
203,2017-06-05,47.32
204,2017-06-02,47.79
205,2017-06-01,47.68
206,2017-05-31,47.41
207,2017-05-30,47.48
208,2017-05-26,47.41
209,2017-05-25,47.41
210,2017-05-24,46.82
211,2017-05-23,46.67
212,2017-05-22,46.47
213,2017-05-19,46.05
214,2017-05-18,45.75
215,2017-05-17,45.56
216,2017-05-16,45.31
217,2017-05-15,45.71
218,2017-05-12,45.54
219,2017-05-11,45.2
220,2017-05-10,45.18
221,2017-05-09,44.9
222,2017-05-08,45.48
223,2017-05-05,45.44
224,2017-05-04,45.13
225,2017-05-03,44.98
226,2017-05-02,45.32
227,2017-05-01,45.15
228,2017-04-28,45.4
229,2017-04-27,45.49
230,2017-04-26,45.36
231,2017-04-25,45.51
232,2017-04-24,45.47
233,2017-04-21,45.19
234,2017-04-20,44.82
235,2017-04-19,45.14
236,2017-04-18,45.69
237,2017-04-17,45.55
238,2017-04-13,45.21
239,2017-04-12,45.55
240,2017-04-11,45.3
241,2017-04-10,45.24
242,2017-04-07,44.95
243,2017-04-06,45.1
244,2017-04-05,45.26
245,2017-04-04,44.91
246,2017-04-03,44.83
247,2017-03-31,44.74
248,2017-03-30,44.63
249,2017-03-29,44.82
250,2017-03-28,45.16
251,2017-03-27,45.1
252,2017-03-24,45.28
253,2017-03-23,45.1
254,2017-03-22,45.19
255,2017-03-21,45.01
256,2017-03-20,44.25
257,2017-03-17,44.71
258,2017-03-16,44.39
259,2017-03-15,45.0
260,2017-03-14,44.23
261,2017-03-13,44.19
262,2017-03-10,44.14
263,2017-03-09,43.72
264,2017-03-08,43.67
265,2017-03-07,44.44
266,2017-03-06,44.35
267,2017-03-03,44.3
268,2017-03-02,44.52
269,2017-03-01,44.13
270,2017-02-28,44.52
271,2017-02-27,44.3
272,2017-02-24,44.68
273,2017-02-23,44.19
274,2017-02-22,43.76
275,2017-02-21,43.54
276,2017-02-17,43.22
277,2017-02-16,43.09
278,2017-02-15,42.77
279,2017-02-14,42.78
280,2017-02-13,43.13
281,2017-02-10,42.93
282,2017-02-09,42.74
283,2017-02-08,42.9
284,2017-02-07,42.51
285,2017-02-06,42.45
286,2017-02-03,42.62
287,2017-02-02,42.76
288,2017-02-01,42.12
289,2017-01-31,42.6
290,2017-01-30,42.04
291,2017-01-27,41.78
292,2017-01-26,41.96
293,2017-01-25,41.81
294,2017-01-24,41.97
295,2017-01-23,42.29
296,2017-01-20,42.33
297,2017-01-19,42.13
298,2017-01-18,42.19
299,2017-01-17,42.2
300,2017-01-13,41.94
301,2017-01-12,41.9
302,2017-01-11,41.95
303,2017-01-10,41.51
304,2017-01-09,41.58
305,2017-01-06,42.15
306,2017-01-05,41.99
307,2017-01-04,41.76
308,2017-01-03,41.53
309,2016-12-30,41.62
310,2016-12-29,41.77
311,2016-12-28,41.3
312,2016-12-27,41.69
313,2016-12-23,41.7
314,2016-12-22,41.59
315,2016-12-21,41.56
316,2016-12-20,41.71
317,2016-12-19,41.89
318,2016-12-16,41.5
319,2016-12-15,40.9
320,2016-12-14,40.82
321,2016-12-13,41.53
322,2016-12-12,41.72
323,2016-12-09,41.12
324,2016-12-08,40.61
325,2016-12-07,40.57
326,2016-12-06,39.92
327,2016-12-05,39.92
328,2016-12-02,39.94
329,2016-12-01,39.69
330,2016-11-30,40.22
331,2016-11-29,41.84
332,2016-11-28,41.52
333,2016-11-25,40.6
334,2016-11-23,39.72
335,2016-11-22,40.53
336,2016-11-21,40.18
337,2016-11-18,39.72
338,2016-11-17,39.77
339,2016-11-16,39.92
340,2016-11-15,39.99
341,2016-11-14,39.49
342,2016-11-11,39.75
343,2016-11-10,39.49
344,2016-11-09,40.34
345,2016-11-08,41.98
346,2016-11-07,41.71
347,2016-11-04,40.78
348,2016-11-03,41.16
349,2016-11-02,40.87
350,2016-11-01,41.53
351,2016-10-31,42.15
352,2016-10-28,41.3
353,2016-10-27,41.36
354,2016-10-26,41.65
355,2016-10-25,41.61
356,2016-10-24,41.38
357,2016-10-21,41.16
358,2016-10-20,41.35
359,2016-10-19,41.36
360,2016-10-18,41.42
361,2016-10-17,41.04
362,2016-10-14,40.7
363,2016-10-13,40.85
364,2016-10-12,40.41
365,2016-10-11,40.11
366,2016-10-10,40.61
367,2016-10-07,40.26
368,2016-10-06,40.45
369,2016-10-05,40.38
370,2016-10-04,40.46
371,2016-10-03,41.4
372,2016-09-30,42.01
373,2016-09-29,42.31
374,2016-09-28,43.0
375,2016-09-27,43.26
376,2016-09-26,44.02
377,2016-09-23,43.87
378,2016-09-22,43.76
379,2016-09-21,43.6
380,2016-09-20,42.7
381,2016-09-19,42.81
382,2016-09-16,42.33
383,2016-09-15,41.88
384,2016-09-14,41.68
385,2016-09-13,41.4
386,2016-09-12,41.86
387,2016-09-09,41.31
388,2016-09-08,42.93
389,2016-09-07,42.84
390,2016-09-06,42.8
391,2016-09-02,42.31
392,2016-09-01,41.85
393,2016-08-31,41.97
394,2016-08-30,41.79
395,2016-08-29,42.33
396,2016-08-26,41.95
397,2016-08-25,42.96
398,2016-08-24,42.86
399,2016-08-23,42.82
400,2016-08-22,43.18
401,2016-08-19,43.06
402,2016-08-18,43.57
403,2016-08-17,43.03
404,2016-08-16,42.3
405,2016-08-15,43.01
406,2016-08-12,43.86
407,2016-08-11,43.72
408,2016-08-10,43.75
409,2016-08-09,43.65
410,2016-08-08,43.55
411,2016-08-05,43.69
412,2016-08-04,44.32
413,2016-08-03,44.13
414,2016-08-02,45.03
415,2016-08-01,45.15
416,2016-07-29,45.18
417,2016-07-28,44.99
418,2016-07-27,44.68
419,2016-07-26,45.0
420,2016-07-25,45.57
421,2016-07-22,45.54
422,2016-07-21,45.11
423,2016-07-20,44.84
424,2016-07-19,45.0
425,2016-07-18,44.93
426,2016-07-15,44.82
427,2016-07-14,44.76
428,2016-07-13,45.03
429,2016-07-12,44.58
430,2016-07-11,45.38
431,2016-07-08,45.51
432,2016-07-07,45.26
433,2016-07-06,46.17
434,2016-07-05,46.08
435,2016-07-01,45.63
436,2016-06-30,45.86
437,2016-06-29,44.84
438,2016-06-28,44.98
439,2016-06-27,44.94
440,2016-06-24,44.36
441,2016-06-23,43.59
442,2016-06-22,43.65
443,2016-06-21,43.71
444,2016-06-20,43.56
445,2016-06-17,43.82
446,2016-06-16,43.71
447,2016-06-15,43.42
448,2016-06-14,43.84
449,2016-06-13,43.31
450,2016-06-10,43.31
451,2016-06-09,43.39
452,2016-06-08,42.83
453,2016-06-07,42.58
454,2016-06-06,42.63
455,2016-06-03,42.82
456,2016-06-02,42.01
457,2016-06-01,42.02
458,2016-05-31,41.82
459,2016-05-27,41.59
460,2016-05-26,41.43
461,2016-05-25,40.93
462,2016-05-24,41.21
463,2016-05-23,40.6
464,2016-05-20,40.85
465,2016-05-19,40.83
466,2016-05-18,40.32
467,2016-05-17,40.92
468,2016-05-16,41.83
469,2016-05-13,41.93
470,2016-05-12,42.09
471,2016-05-11,41.65
472,2016-05-10,41.64
473,2016-05-09,41.39
474,2016-05-06,41.11
475,2016-05-05,41.21
476,2016-05-04,41.35
477,2016-05-03,40.98
478,2016-05-02,41.1
479,2016-04-29,40.68
480,2016-04-28,40.37
481,2016-04-27,40.05
482,2016-04-26,39.47
483,2016-04-25,39.59
484,2016-04-22,39.65
485,2016-04-21,39.38
486,2016-04-20,40.33
487,2016-04-19,41.79
488,2016-04-18,41.65
489,2016-04-15,41.55
490,2016-04-14,41.29
491,2016-04-13,41.33
492,2016-04-12,41.72
493,2016-04-11,41.61
494,2016-04-08,41.71
495,2016-04-07,41.57
496,2016-04-06,41.85
497,2016-04-05,41.77
498,2016-04-04,42.69
499,2016-04-01,42.71
500,2016-03-31,42.44
501,2016-03-30,42.22
502,2016-03-29,42.23
503,2016-03-28,41.66
